Index,product,category,sale_price,market_price,type,rating
650,Essential Cookies - Atta Desi Ghee Model,"Bakery, Cakes & Dairy", 37.25, 149.00,"Bakery Biscuits, Cookies",3.919943820224719
651,Signature Biscuits - Badam Pista Premium Pack,"Bakery, Cakes & Dairy", 85.00, 99.00,"Bakery Biscuits, Cookies",3.919943820224719
652,Essential Gulabari Moisturising Cold Cream Range,Beauty & Hygiene, 76.80, 80.00,Face Care,4.2
653,"Advanced Glass Bottle With Removable Fabric Cover - Grey, BB1317 Collection","Kitchen, Garden & Pets", 209.00, 389.00,Water & Fridge Bottles,3.919943820224719
654,Advanced All Time Plastic Soup Strainer - Assorted Colour Style,"Kitchen, Garden & Pets", 48.00, 52.00,"Strainer, Ladle, Spatula",3.7
655,"Elite Active Salt Toothpaste - Saver Pack 300 g + Mouthwash - Plax, Active Salt 250 ml Series",Beauty & Hygiene, 171.50, 268.00,Toothpaste,3.919943820224719
656,"Max Baby Food with Sprouted Grains - Ragi Rich, 6+ Months, Rich in Vitamins & Minerals, No Milk Selection",Baby Care, 99.00, 99.00,Baby Food,4.1
657,Ultimate Biofluence Therapeutic Shampoo Collection,Beauty & Hygiene, 307.50, 410.00,Shampoo & Conditioner,3.919943820224719
658,Essential Vitamin D3 Tablets - 5000 IU D3 Set,Beauty & Hygiene, 550.00, 550.00,Supplements & Proteins,3.919943820224719
659,Essential Organic Kala Chana Edition,"Foodgrains, Oil & Masala", 64.00, 85.00,Organic Dals & Pulses,4.0
660,Ultimate Soya Nuts - Roasted Range,Gourmet & World Food, 49.00, 49.00,"Healthy, Baked Snacks",3.919943820224719
661,New Generation Potato Crisp Chips - Original Style,Gourmet & World Food, 175.00, 175.00,Nachos & Chips,3.919943820224719
662,Ultimate 5 Star Oreo Chocolate Bar Range,Snacks & Branded Foods, 35.00, 35.00,Chocolates,4.4
663,Pro Pad Thai Noodles Range,Gourmet & World Food, 210.00, 210.00,Imported Noodles,4.3
664,Fusion Xanthan Gum Style,Gourmet & World Food, 90.25, 95.00,"Baking, Cake Decorations",4.0
665,Artisan Mint Seasoning Set,"Foodgrains, Oil & Masala", 59.25, 79.00,Herbs & Seasoning,3.1
666,Artisan Cranberry Kombucha Collection,Gourmet & World Food, 95.00, 95.00,"Aerated, Still, Sparkling",3.919943820224719
667,New Generation Nomarks - Antimarks Soap For Normal Skin Series,Beauty & Hygiene, 35.00, 35.00,Bathing Bars & Soaps,4.4
668,Signature M1 Perfume Spray - For Men Range,Beauty & Hygiene, 231.00, 420.00,Men's Deodorants,4.3
669,"Signature Passiflora Herb Powder - Supports Low Stress, Strain & Low Blood Pressure Model",Beauty & Hygiene, 295.00, 295.00,Ayurveda,3.919943820224719
670,New Generation Zeb Rise Wired 1200 DPI USB Optical High Precision Mouse Model,Cleaning & Household, 168.00, 229.00,Electronic Accessories,3.919943820224719
671,Elite Glass Cleaner Range,Cleaning & Household, 129.00, 129.00,"Kitchen, Glass & Drain",3.8
672,Advanced Aika Snack Bowl Set Premium Pack,"Kitchen, Garden & Pets", 159.00, 245.00,Glassware,3.9
673,New Generation Hyderabadi Dum Biryani Masala Collection,Gourmet & World Food, 139.50, 155.00,"Curry Paste, Coconut Milk",3.9
674,Essential Mogo Mogo Fruit Green Tea Make Brew Iced Tea or Hot Tea Set,Gourmet & World Food, 449.25, 599.00,Gourmet Tea & Tea Bags,3.919943820224719
675,"Fusion Cat Treats - Salmon Rings, Purr-Fect Collection","Kitchen, Garden & Pets", 99.00, 99.00,Pet Meals & Treats,3.3
676,Fusion Breakfast Protein Variety Bar - Almond Coconut Bundle,Gourmet & World Food, 290.00, 290.00,Cereal & Granola Bars,3.8
677,Expert Medium Wire Hooks Range,"Kitchen, Garden & Pets", 219.00, 249.00,Wall Hooks & Hangers,3.919943820224719
678,Pro Intense Gel Lime  Fresh Collection,Cleaning & Household, 175.00, 175.00,Imported Cleaners,3.919943820224719
679,Pro Cashew/Kaju Whole Small W320 500g + Raisins/Kishmish - Indian 500g Line,"Foodgrains, Oil & Masala", 604.00," 1,000.00",Other Dry Fruits,3.919943820224719
680,Max Tahini Set,"Foodgrains, Oil & Masala", 260.00, 325.00,Cooking Pastes,3.3
681,Fusion Atta Noodles - Masala Range,Snacks & Branded Foods, 80.00, 80.00,Instant Noodles,4.1
682,Signature Original Deodorant For Women Edition,Beauty & Hygiene, 143.00, 220.00,Women's Deodorants,4.2
683,Signature Noodles - Medium Egg Style,Snacks & Branded Foods, 275.00, 275.00,Instant Noodles,4.0
684,Essential Happy Chef Pasta- Penne Rigate 500g +Sauce - Arrabiata 270g +Borges Olive Oil 1L Collection,Gourmet & World Food, 912.00," 1,704.00",Pastas & Spaghetti,3.919943820224719
685,Expert Blemishes & Acne Control Sheet Mask (Pack of 6) Edition,Beauty & Hygiene, 425.73, 774.00,Face Care,3.919943820224719
686,"Expert Super Tight Plastic Container - Printed, Assorted Colour Bundle","Kitchen, Garden & Pets", 209.00, 342.00,Containers Sets,3.6
687,Max Under Eye Gel Set,Beauty & Hygiene, 505.75, 595.00,Eye Care,2.0
688,New Generation Dates Pickle Collection,Snacks & Branded Foods, 150.00, 150.00,Other Veg Pickle,4.3
689,Fusion Instant Noodles - Pepper Crab Flavor Model,Gourmet & World Food, 45.00, 50.00,Imported Noodles,4.2
690,"Elite Confeito Rainbow Vermicelli, Sprinkles Premium Pack",Gourmet & World Food, 128.25, 135.00,"Baking, Cake Decorations",3.0
691,Artisan Aroma Oil Range,Cleaning & Household," 1,500.00"," 1,500.00",Air Freshener,3.919943820224719
692,Artisan Honey - Weight Watchers Bundle,Snacks & Branded Foods, 550.00, 550.00,Honey,5.0
693,Pro Adhesive - All Fix Clear & Non Staining All Purpose Style,Cleaning & Household, 66.50, 70.00,"Scissor, Glue & Tape",4.3
694,Max Amaranth Grains Selection,Gourmet & World Food, 147.00, 245.00,Quinoa & Grains,3.919943820224719
695,Fusion Garlic Treat Style,Snacks & Branded Foods, 90.00, 90.00,Namkeen & Savoury Snacks,3.919943820224719
696,Max Steel Lunch/Tiffin Box With 4 Containers - 8X4 Model,"Kitchen, Garden & Pets", 349.00, 599.00,Steel Lunch Boxes,3.919943820224719
697,"Artisan Disposable Bamboo Wood Skewers/Pickers - For Use With Barbecue, 8 Inch Bundle","Kitchen, Garden & Pets", 99.00, 250.00,Kitchen Tools & Other Accessories,3.7
698,Pro Gulab Jamun - Gol M Gol Line,Snacks & Branded Foods, 230.00, 230.00,"Tinned, Packed Sweets",3.6
699,Advanced Aloe Vera Kanti - Body Cleanser Soap Collection,Beauty & Hygiene, 15.00, 15.00,Shower Gel & Body Wash,4.2
700,Artisan Refillable Gas Lighter With Flame (27.5cm) Model,"Kitchen, Garden & Pets", 185.00, 199.00,Lighters,3.2
701,"Signature Garbage Bags - Compostable, 100% Corn Starch, Large, Green, Mono-Carton(24x32 Inches) Premium Pack",Cleaning & Household, 450.00, 540.00,Garbage Bags,4.0
702,"Advanced Focus - Super Dog Food, For Adults Edition","Kitchen, Garden & Pets"," 3,612.50"," 4,250.00",Pet Meals & Treats,3.3
703,New Generation Room Air Freshener Spray - Rose Garden Selection,Cleaning & Household, 119.20, 149.00,Air Freshener,4.0
704,Ultimate Toilet Cleaner Clinging Bleach Gel Collection,Cleaning & Household, 225.00, 300.00,Toilet Cleaners,3.5
705,Ultimate Organic - Sambar Powder Range,"Foodgrains, Oil & Masala", 57.00, 60.00,Organic Masalas & Spices,4.0
706,Artisan Choco Delite Bar Premium Pack,Snacks & Branded Foods, 420.00, 420.00,Granola & Cereal Bars,4.0
707,Elite Pain Relief Cream Edition,Beauty & Hygiene, 112.50, 125.00,Everyday Medicine,4.3
708,New Generation Luna Water/Juice/Whisky Tumbler Style,"Kitchen, Garden & Pets", 499.00, 684.00,Glassware,3.5
709,Elite Marvel Avengers Small 304 Stainless Steel Lunch Box/Tiffin Box - HMHTLB 73357-AV Premium Pack,"Kitchen, Garden & Pets", 349.00, 399.00,Lunch Boxes,3.919943820224719
710,Essential Silicone Pacifier Step 2 - Purple Flower Model,Baby Care, 249.00, 249.00,Soothers & Teethers,3.0
711,Max Olive Oil Series,Beauty & Hygiene, 299.00, 299.00,Aromatherapy,3.919943820224719
712,"Fusion Cerelac Baby Cereal with Milk - Wheat Apple, From 6-12 Months, Rich in Iron Model",Baby Care, 199.00, 199.00,Baby Food,4.4
713,Signature Rockers - Chocolate laddu Bundle,Snacks & Branded Foods, 299.00, 299.00,Fresh Sweets,4.2
714,Ultimate Muffin/Cup Cake - Vanilla Range,"Bakery, Cakes & Dairy", 159.00, 159.00,Muffins & Cup Cakes,3.919943820224719
715,Elite Gunpowder Temple of Heaven Hand Rolled Green Tea Edition,Gourmet & World Food, 539.10," 1,198.00",Gourmet Tea & Tea Bags,3.919943820224719
716,Pro Cool Wind Eau De Toilette Deodorant Line,Beauty & Hygiene, 223.20, 279.00,Men's Deodorants,3.919943820224719
717,Max Sausage - Chicken Piri Piri Style,"Eggs, Meat & Fish", 325.00, 325.00,Chicken Sausages,3.919943820224719
718,"Expert Kesari Shakti Kalp Chyawanprash - Immunity Booster With Gold, Silver & Saffron Series",Beauty & Hygiene, 450.00, 450.00,Ayurveda,3.919943820224719
719,Advanced Immuniveda Golden Turmeric Milk Mix - Immunity Booster Series,Gourmet & World Food, 798.00, 798.00,Health Drinks,3.7
720,"Fusion Air Freshener - Lavender Flavoured, Paper, BB1100 Line",Cleaning & Household, 58.00, 58.00,Air Freshener,4.3
721,Essential Edam Ball Cheese - Diced Model,Gourmet & World Food, 342.00, 380.00,International Cheese,3.919943820224719
722,Advanced Green Chilly - Chopped Range,Fruits & Vegetables, 18.00, 22.50,Cut & Peeled Veggies,3.919943820224719
723,Essential Channa Masala Series,"Foodgrains, Oil & Masala", 21.00, 35.00,Powdered Spices,4.1
724,Advanced Red Pasta Sauce Collection,Snacks & Branded Foods, 40.00, 40.00,Breakfast & Snack Mixes,4.0
725,Ultimate 100% Pure Honey - Worlds No.1 Honey Brand With No Sugar Adulteration Line,Snacks & Branded Foods, 138.00, 170.00,Honey,4.2
726,Elite Disney Cinderella Princess PVC Embossed Pencil Bag - HMHTPB 72231-CIN Premium Pack,Cleaning & Household, 160.00, 199.00,Exam Pads & Pencil Box,1.0
727,Expert Prosto-8 Tablet Series,Beauty & Hygiene, 150.00, 150.00,Ayurveda,3.919943820224719
728,Pro Exfoliating Walnut Scrub Premium Pack,Beauty & Hygiene, 161.25, 215.00,Face Care,4.3
729,"Signature Accurate Seal Plastic Tea, Coffee, Sugar Storage Container/Canister - Blue Collection","Kitchen, Garden & Pets", 129.00, 252.00,Containers Sets,4.0
730,Artisan Mousepad With Gel & Wrist Support Style,Cleaning & Household, 87.00, 150.00,Electronic Accessories,3.919943820224719
731,Artisan Premium Raw Organic Holy Basil Seeds Selection,Gourmet & World Food, 99.00, 165.00,Roasted Seeds & Nuts,3.9
732,"Max Namkeen - Murku, Ribbon Set",Snacks & Branded Foods, 55.00, 55.00,Namkeen & Savoury Snacks,4.2
733,New Generation Organic - Green Peas/Ona Batani Range,"Foodgrains, Oil & Masala", 135.00, 199.00,Organic Dals & Pulses,3.9
734,Advanced Chewy Mints - Lemon Bundle,Snacks & Branded Foods, 50.00, 50.00,Mints & Chewing Gum,4.1
735,Advanced Plain Container Jumbo Combo Set - Blue Set,"Kitchen, Garden & Pets", 469.00, 469.00,Containers Sets,1.0
736,Pro Nacho Crisps - Cheese & Herbs Range,Gourmet & World Food, 13.40, 20.00,Nachos & Chips,4.2
737,Advanced Syrup - Peach Range,Gourmet & World Food, 895.00, 895.00,Cocktail Mixes,3.919943820224719
738,New Generation Disney Frozen 304 Stainless Steel Lunch Box/Tiffin Box - HMWWLB 85274-FZ Premium Pack,"Kitchen, Garden & Pets", 599.00, 699.00,Lunch Boxes,1.0
739,Essential Jack Fruit Chips Collection,Snacks & Branded Foods, 120.00, 120.00,Namkeen & Savoury Snacks,3.9
740,Elite Organic Sona Masoori White Rice/Akki Model,"Foodgrains, Oil & Masala", 619.00, 875.00,"Organic Rice, Other Rice",3.919943820224719
741,Advanced Pet Food - Variety Stix Premium Pack,"Kitchen, Garden & Pets", 440.00, 440.00,Pet Meals & Treats,3.919943820224719
742,Max Thyme & Rosemary Hair Tonic - Scalp-cleansing Treatment Edition,Beauty & Hygiene, 95.00, 95.00,Ayurveda,3.919943820224719
743,"New Generation Deccan Gold - Premium Filter Coffee, 80:20 Blend Bundle",Beverages, 100.00, 120.00,Ground Coffee,4.3
744,Ultimate Multigrain Chips - Dahi Papdi Chaat Bundle,Snacks & Branded Foods, 29.75, 35.00,Chips & Corn Snacks,4.1
745,Signature Shikanji & Chaat Savoury Taste Makers Collection,Gourmet & World Food, 295.00, 295.00,"Herbs, Seasonings & Rubs",3.919943820224719
746,New Generation Value Pack - Blueberry Almond Crisps + California Pistachio Crunch Premium Pack,Gourmet & World Food, 499.00, 499.00,"Healthy, Baked Snacks",3.919943820224719
747,Max Sensitive - With Anti-Sensitivity & Fluoride Toothpaste Range,Beauty & Hygiene, 152.00, 160.00,Toothpaste,3.919943820224719
748,"Artisan Bucket - Super, Green Selection",Cleaning & Household, 210.00, 210.00,Buckets & Mugs,3.919943820224719
749,"Signature Eau De Parfum - Hydra Energy, For Men Style",Beauty & Hygiene, 299.25, 399.00,Perfume,4.0
750,Elite Safe Sun Sun Block Cream PA+ - SPF 20 Selection,Beauty & Hygiene, 142.50, 190.00,Face Care,4.0
751,Expert Chandan Kesar Haldi Face Pack Style,Beauty & Hygiene, 436.50, 485.00,Face Care,3.919943820224719
752,Essential Hazel Nut Model,Gourmet & World Food, 455.00, 455.00,Dry Fruits & Berries,3.919943820224719
753,Max Pickle - Avakkai Selection,Snacks & Branded Foods, 57.00, 57.00,Lime & Mango Pickle,4.1
754,Expert French Lavender Oil & Rose Water Face Wash Bundle,Beauty & Hygiene, 310.00, 310.00,Face Care,3.1
755,Pro Green Moong//Hesaru Kaalu - Split Collection,"Foodgrains, Oil & Masala", 130.00, 160.00,"Toor, Channa & Moong Dal",4.2
756,Pro Bio Papaya Scrub Wash Set,Beauty & Hygiene, 202.50, 270.00,Face Care,4.1
757,"Pro Organic Red Gram/Tur Dal - Split, Skinned Premium Pack","Foodgrains, Oil & Masala", 135.00, 135.00,Urad & Other Dals,4.0
758,"New Generation Clothes Storage Laundry Bag - Text Printed, Blue, BB-549 Line",Cleaning & Household, 519.00, 528.00,"Laundry, Storage Baskets",4.0
759,Max Ramen Noodle Soup - Kimchi Premium Pack,Gourmet & World Food, 110.00, 110.00,Imported Noodles,4.2
760,Artisan Eyeconic Kajal Range,Beauty & Hygiene, 206.25, 275.00,Eyes,3.9
761,Artisan Stainless Steel Water Bottle - Red BB 508 Bundle,"Kitchen, Garden & Pets", 440.00, 440.00,Water & Fridge Bottles,3.919943820224719
762,Signature Nilgiris Green Teabags - Anicca Chamomile Style,Beverages, 297.50, 425.00,Green Tea,5.0
763,Pro 4mm Aluminium Kadai With Handle - Silver Edition,"Kitchen, Garden & Pets", 699.00, 999.00,Kadai & Fry Pans,3.919943820224719
764,Pro Select - Chhole Masala Set,"Foodgrains, Oil & Masala", 75.00, 75.00,Powdered Spices,4.5
765,Max Borosilicate Glass Round Container With Lid - Green Line,"Kitchen, Garden & Pets", 249.00, 329.00,Containers Sets,4.5
766,Fusion Protein Bars - Peanut Cocoa Series,Gourmet & World Food, 510.00, 600.00,Cereal & Granola Bars,3.919943820224719
767,Ultimate 2X French Perfume Fabric Conditioner Line,Cleaning & Household, 388.08, 450.00,"Fabric Pre, Post Wash",4.3
768,Advanced Chilli Powder/Menasina Pudi Series,"Foodgrains, Oil & Masala", 60.00, 60.00,Powdered Spices,3.7
769,Pro Madras Sambar Powder Premium Pack,"Foodgrains, Oil & Masala", 38.00, 40.00,Blended Masalas,4.3
770,Max Frappuccino - Coffee Selection,Gourmet & World Food, 350.00, 350.00,Coffee & Pre-Mix,3.919943820224719
771,Essential Cup Noodles - Italiano Collection,Snacks & Branded Foods, 50.00, 50.00,Cup Noodles,4.0
772,"Artisan Cat Care - Comfort Bowl, 32Oz GIb1010 Series","Kitchen, Garden & Pets", 360.00, 360.00,Pet Feeding Support,3.919943820224719
773,Artisan Sylvana Whisky Glass Tumbler Set,"Kitchen, Garden & Pets", 489.00, 660.00,Glassware,3.919943820224719
774,Advanced Flavoured Milk - Pista Model,"Bakery, Cakes & Dairy", 96.00, 100.00,"Flavoured, Soya Milk",4.0
775,Max India's No 1 Fluoride Free Toothpaste Style,Beauty & Hygiene, 210.96, 282.00,Toothpaste,4.3
776,Essential Mild Cheddar - Red Portion Line,Gourmet & World Food, 449.00, 449.00,International Cheese,3.919943820224719
777,Elite Wassup Pup Sulphate Free Puppy Shampoo Model,"Kitchen, Garden & Pets", 390.00, 390.00,Pet Cleaning & Grooming,3.919943820224719
778,Signature Pinnacle Pride Lunch/Tiffin Kit - Yellow Bundle,"Kitchen, Garden & Pets", 600.00, 600.00,Lunch Boxes,3.919943820224719
779,Ultimate Red Hot Anti Germ Mouthwash Edition,Beauty & Hygiene, 185.00, 230.00,Mouthwash,4.2
780,Essential Premium Eau De Toilette Selection,Beauty & Hygiene," 1,319.40"," 2,199.00",Perfume,3.919943820224719
781,"Max Coffee Roasters - Dark Vienna Roast, French Press Set",Gourmet & World Food, 450.00, 450.00,Coffee & Pre-Mix,3.919943820224719
782,Essential Pure Shilajit - Resin Form Style,Beauty & Hygiene," 1,450.00"," 1,450.00",Supplements & Proteins,3.919943820224719
783,Elite Pickle - Chicken Model,Snacks & Branded Foods, 265.00, 265.00,Non Veg Pickle,2.2
784,Max Taft Ultimate Hair Lacquer Ultimately Strong 6 Series,Beauty & Hygiene, 395.00, 395.00,Hair & Scalp Treatment,3.7
785,Signature Vinegar - Apple Cider Vinegar + Garcinia Set,Gourmet & World Food, 497.17, 599.00,Balsamic & Cider Vinegar,4.4
786,Expert Baby Powder Series,Baby Care, 235.00, 235.00,Baby Powder,4.5
787,Max Aloe 90% Soothing Gel Edition,Beauty & Hygiene, 400.00, 400.00,Face Care,1.0
788,New Generation Assam Tea Collection,Gourmet & World Food, 80.00, 80.00,Gourmet Tea & Tea Bags,3.919943820224719
789,Pro In-Shower Hair Removal Cream For Men & Women - Normal Skin Style,Beauty & Hygiene, 450.00, 450.00,Hair Removal,4.1
790,Elite Chicken Nuggets Edition,Snacks & Branded Foods, 269.00, 269.00,Frozen Non-Veg Snacks,4.0
791,Artisan Organic - Pumpkin Seeds/Kumbalakayi Bija Set,"Foodgrains, Oil & Masala", 375.00, 475.00,Organic Dry Fruits,4.0
792,Elite Atlantic Salmon - Smoked  Presliced Collection,"Eggs, Meat & Fish"," 1,180.00"," 1,180.00",Frozen Fish & Seafood,3.919943820224719
793,Artisan Evening Primrose Oil - Vegetarian Capsule (500 mg) Line,Beauty & Hygiene, 295.00, 295.00,Hair Oil & Serum,5.0
794,Signature Beetroot - Julienne Range,Fruits & Vegetables, 26.00, 32.50,Cut & Peeled Veggies,3.919943820224719
795,"Artisan Green Tea - Tulsi, Good Morning Selection",Beverages, 75.00, 150.00,Green Tea,3.919943820224719
796,Advanced Fabric Conditioner - Rose Fresh Style,Cleaning & Household, 450.00, 450.00,Imported Cleaners,3.0
797,"Elite Graphene Anion Day Use, L Style",Beauty & Hygiene, 120.00, 120.00,Sanitary Napkins,3.919943820224719
798,Pro Istanbul Juice/Whisky Glass Tumbler Set,"Kitchen, Garden & Pets", 409.00, 558.00,Glassware,4.0
799,Essential Organic - White Pepper Selection,"Foodgrains, Oil & Masala", 70.00, 75.00,Organic Masalas & Spices,4.3
800,New Generation Diet Chivda Set,Snacks & Branded Foods, 50.00, 50.00,Namkeen & Savoury Snacks,4.2
801,Max Chilli Garlic Aioli Dip Range,Snacks & Branded Foods, 160.00, 200.00,Dips & Dressings,3.919943820224719
802,Advanced Jasmine Heart Bath Personal Care Gift Set Bundle,Beauty & Hygiene," 1,600.00"," 2,000.00",Bath Salts & Oils,3.919943820224719
803,"Pro Loofah/Sponge Scrubber/Body - Pink, BH-064D PNK Series",Beauty & Hygiene, 139.00, 189.00,Bathing Accessories,3.919943820224719
804,Ultimate Safe Sun Kids Sun Block Cream - SPF 25 Series,Beauty & Hygiene, 232.00, 335.00,Face Care,4.0
805,Max Pasta & Pizza Sauce - No Onion & No Garlic Selection,Snacks & Branded Foods, 89.00, 89.00,Mayonnaise,4.2
806,Signature Soap Case - Glory Set,Beauty & Hygiene, 85.00, 85.00,Bathing Accessories,5.0
807,New Generation Peanut Butter - Chunky Premium Pack,Gourmet & World Food, 299.00, 299.00,"Chocolate, Peanut Spread",4.1
808,New Generation Skin Gel - Under Eye Model,Beauty & Hygiene, 189.00, 189.00,Eye Care,3.0
809,"New Generation Honey Comb Touch Non-Stick Flat Tawa - 260 mm, Black Series","Kitchen, Garden & Pets", 429.00, 799.00,Tawa & Sauce Pan,3.7
810,"Pro Face Mask - Pro Tech 95, 6 layered, Medium, MK18003 Collection",Beauty & Hygiene, 249.00, 299.00,Face Masks & Safety Gears,3.6
811,Expert Hand Soap - Lavender & Chamomile Series,Beauty & Hygiene, 225.00, 225.00,Hand Wash & Sanitizers,5.0
812,Pro Durum Wheat Pasta- Penne Rigate 500 g Carton + Pasta Sauce- Arrabbiata 400 g Jar Bundle,Gourmet & World Food, 598.00, 598.00,Pastas & Spaghetti,3.919943820224719
813,Fusion Oil - Gingelly Model,"Foodgrains, Oil & Masala", 279.00, 299.00,Gingelly Oil,4.2
814,Advanced Ragi - Whole Line,"Foodgrains, Oil & Masala", 57.00, 60.00,Organic Dals & Pulses,3.8
815,"Artisan Capsules - Shilajit Gold for Strength, Stamina & Power Set",Beauty & Hygiene, 322.50, 430.00,Ayurveda,3.919943820224719
816,Artisan 100% Melamine 3D Soup Spoon - Blue Series,"Kitchen, Garden & Pets", 264.00, 264.00,Plates & Bowls,3.919943820224719
817,Essential Signature Gold Dark Vanilla & Oud Wood Perfume Model,Beauty & Hygiene, 360.00, 450.00,Men's Deodorants,3.6
818,"Fusion Super Moist Cake Mix - Yellow, Imported Premium Pack",Gourmet & World Food, 445.00, 445.00,Flours & Pre-Mixes,3.919943820224719
819,"Advanced Organic Pure Sweetener Blend - 1:4 Sugar Replacement Powder, Unbleached Bundle",Gourmet & World Food, 499.00, 499.00,Thai & Asian Sauces,3.919943820224719
820,"Essential 100% Whey Protein, Rich Chocolate Range",Beauty & Hygiene," 2,000.00"," 2,000.00",Supplements & Proteins,3.919943820224719
821,Expert Chemba Puttu Podi Collection,"Foodgrains, Oil & Masala", 145.00, 145.00,Rice & Other Flours,4.3
822,Advanced Ratnagiri Alphonso Bundle,Beverages, 114.00, 120.00,Juices,3.919943820224719
823,Elite Water Wiper - Nano Edition,Cleaning & Household, 149.00, 149.00,"Mops, Wipers",2.2
824,New Generation Tomato Salsa Dip - Enjoy With Nacho Chips Style,Gourmet & World Food, 157.50, 175.00,"Hummus, Cheese, Salsa Dip",3.919943820224719
825,Signature Canadian Grade A Maple Syrup Model,Gourmet & World Food, 481.50, 535.00,Honey & Maple Syrup,3.8
826,"Signature Harippa Roasted Seeds - Pumpkin, Cheesy Onion Range",Gourmet & World Food, 120.00, 120.00,Roasted Seeds & Nuts,4.8
827,Advanced Premium - 3 Follow-Up Formula Edition,Baby Care, 595.00, 595.00,Infant Formula,4.5
828,Expert Hand Wash - Green Apple Model,Beauty & Hygiene, 198.00, 198.00,Hand Wash & Sanitizers,3.919943820224719
829,Expert Energy Bar Hazelnut Magic 6 pcs + Energy Bar Oat & Apricot 6 pcs Selection,Snacks & Branded Foods, 600.00, 600.00,Granola & Cereal Bars,3.919943820224719
830,Ultimate Stevia Tablets Dispenser Bundle,Gourmet & World Food, 120.00, 120.00,Exotic Sugar & Salt,4.0
831,"Pro Steel Spoon set - Ice cream, Monde Selection","Kitchen, Garden & Pets", 115.00, 150.00,"Cutlery, Spoon & Fork",4.3
832,Expert My Dream For Him - Perfumed Deodorant Natural Spray Line,Beauty & Hygiene, 295.00, 295.00,Men's Deodorants,3.919943820224719
833,Max Imli Khajoor Chutney Style,"Foodgrains, Oil & Masala", 90.00, 90.00,Cooking Pastes,4.4
834,Elite Water & Juice Glass - Long Range,"Kitchen, Garden & Pets"," 1,099.00"," 1,099.00",Glassware,5.0
835,Max Dry Dates/Kharjura/Chuara Style,"Foodgrains, Oil & Masala", 699.00, 699.00,Other Dry Fruits,4.0
836,Essential Express Shine Sponge - Black Set,Cleaning & Household, 72.00, 72.00,Shoe Polish,4.2
837,"Fusion Storewell Airtight Plastic Container - Transparent, With Purple Lid Edition","Kitchen, Garden & Pets", 339.00, 769.00,Containers Sets,4.0
838,Max Olive Oil - Pomace Premium Pack,Gourmet & World Food, 499.00, 499.00,"Pure, Pomace Olive Oil",4.3
839,Pro Chai/100% Melamine Water/Juice Tumbler - Red Series,"Kitchen, Garden & Pets", 149.00, 192.00,"Cups, Mugs & Tumblers",3.8
840,Fusion 100% Green Tea Selection,Beverages, 141.55, 149.00,Green Tea,3.8
841,Elite Papad - Special Punjabi Masala Series,Snacks & Branded Foods, 90.00, 90.00,"Papads, Ready To Fry",3.2
842,"Elite Anti Viral & Anti Pollution N95 Face Mask - Tesu, Large, Assorted Selection",Beauty & Hygiene," 1,195.00"," 1,195.00",Face Masks & Safety Gears,3.0
843,Elite Cookies - Cashew Set,Snacks & Branded Foods, 36.00, 40.00,Cookies,4.1
844,"Advanced Plastic Bucket With Handle - Off Ivory, New Nova, 15400 Bundle",Cleaning & Household, 307.00, 307.00,Buckets & Mugs,4.4
845,Artisan Millet Idly & Dosa Batter Bundle,Snacks & Branded Foods, 100.00, 100.00,Breakfast & Snack Mixes,3.9
846,New Generation Plastic Clip Mop - 350 Edition,Cleaning & Household, 249.00, 349.00,"Mops, Wipers",3.5
847,"Ultimate Prawns, Peeled & Deveined Premium Pack","Eggs, Meat & Fish", 405.00, 699.00,Fresh Fish,3.919943820224719
848,Signature Serum Vegital Perfecting Toning Lotion - For All Skin Types Style,Beauty & Hygiene, 697.00, 850.00,Face Care,3.919943820224719
849,"New Generation Spring Roll Sheets - 6""x6"" Series",Snacks & Branded Foods, 100.00, 110.00,Frozen Veg Snacks,4.0
850,Elite Fiesta Serving Bowl With Serving Spoon - Assorted Colour Collection,"Kitchen, Garden & Pets", 349.00, 564.00,Plates & Bowls,4.0
851,"Expert Glass Water Bottle With Round Base - Yellow, B1367 Selection","Kitchen, Garden & Pets", 209.00, 499.00,Water & Fridge Bottles,3.919943820224719
852,Ultimate Small Jars Set With Printed Lids Bundle,"Kitchen, Garden & Pets", 109.00, 130.00,Glassware,4.2
853,Artisan Tasty Masala Coated Peanuts Selection,Snacks & Branded Foods, 105.00, 147.00,Namkeen & Savoury Snacks,3.919943820224719
854,Pro Masala - Paneer Set,"Foodgrains, Oil & Masala", 37.80, 42.00,Blended Masalas,4.3
855,Signature Singhara Atta - Gluten Free Style,Gourmet & World Food, 140.00, 140.00,Flours & Pre-Mixes,3.7
856,"New Generation Plastic Dustbin/Garbage Bin - Green With Black, Polka Dots, Bon Bon, 12081P-M-B Range",Cleaning & Household, 199.00, 320.00,Dustbins,2.9
857,"Elite Steel Storage/Lunch Container - No.14, Blue, Klip It Selection","Kitchen, Garden & Pets", 219.00, 328.00,Steel Storage Containers,3.8
858,New Generation Pink/Rosa Beauty Bathing Bar Style,Beauty & Hygiene, 193.50, 215.00,Bathing Bars & Soaps,4.3
859,Pro Sesame Oil - Cold Pressed Collection,Gourmet & World Food, 195.00, 195.00,Flavoured & Other Oils,4.8
860,Signature Purifying Neem Facial Wipes Model,Beauty & Hygiene, 150.00, 200.00,Face Care,4.3
861,Elite Fruit Juice - Mango Delight Series,Beverages, 164.00, 200.00,Juices,3.919943820224719
